Object ID,Pathways,Chimeric?,Common-Name,Credits,Data-Source,Engineered?,Enzymes-Not-Used,Hypothetical-Reactions,In-Pathway,Key-Reactions,Names,Primary-Products,Primary-Reactants,Rate-Limiting-Step,Reaction-List,Regulated-By,Score,Species,Sub-Pathways,Synonyms,Taxonomic-Range,Variants?,Super-Pathways,Link
PWY-5055,PWY-5055,,nicotinate degradation III,SRI // fulcher,,,,,PWY-5062,,nicotinate degradation III,PROPIONATE // PYRUVATE,NIACINE,,DIMETHYLMALEATE-HYDRATASE-RXN // 1.1.1.291-RXN // 3.5.2.18-RXN // 23-DIMETHYLMALATE-LYASE-RXN // METHYLITACONATE-DELTA-ISOMERASE-RXN // 2-METHYLENEGLUTARATE-MUTASE-RXN // RXN-7640 // 6-HYDROXYNICOTINATE-REDUCTASE-RXN // RXN-7637,,,TAX-1528,,,TAX-1239,,PWY-5062,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-5055
PWY3O-224,PWY3O-224,,nicotinate riboside salvage pathway I,SRI // caspi // O-16,,,,,,,nicotinate riboside salvage pathway I // nicotinic acid riboside salvage pathway I,,,,RXN-8443,,,TAX-9606 // TAX-4932,,nicotinic acid riboside salvage pathway I,TAX-2759,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY3O-224
PWY-5316,PWY-5316,,nicotine biosynthesis,SRI // PMN // caspi // THE-ARABIDOPSIS-INFORMATION-RESOURCE // zhang,,,,,PWY-7342,,nicotine biosynthesis,,,,RXN-8444 // L-ASPARTATE-OXID-RXN // QUINOLINATE-SYNTHA-RXN // QUINOPRIBOTRANS-RXN // RXN-13060 // RXN-13059 // RXN-13058 // RXN-13057 // RXN-8248,,,TAX-4097,,,TAX-4070,,PWY-7342,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-5316
P181-PWY,P181-PWY,,nicotine degradation I (pyridine pathway),SRI // caspi // O-18 // pellegrini-toole,,,,,,,nicotine degradation I (pyridine pathway),2-KETOGLUTARATE // CPD-14082 // SUC,R-NICOTINE // NICOTINE // Oxidized-Pseudoazurins,,RXN-16528 // RXN-16527 // RXN-16526 // RXN-13072 // RXN-13071 // RXN-13070 // RXN-13069 // RXN-13068 // GABATRANSAM-RXN // RXN-13067 // SUCCSEMIALDDEHYDROG-RXN // RXN-13065 // 1.14.13.10-RXN // R181-RXN // R162-RXN // R161-RXN // NICOTINE-DEHYDROGENASE-RXN,,,TAX-29320 // TAX-196162 // TAX-37919,,,TAX-201174,,,HTTPS://metacyc.org/pathway?orgid=META&id=P181-PWY
PWY-6993,PWY-6993,,nicotine degradation II (pyrrolidine pathway),SRI // caspi,,,,,,,nicotine degradation II (pyrrolidine pathway),METHYLAMINE // CPD-14100 // SUC // FUM,NICOTINE,,RXN-13089 // RXN-13088 // SUCCSEMIALDDEHYDROG-RXN // MALEATE-ISOMERASE-RXN // RXN-646 // RXN-11318 // 1.13.11.9-RXN // RXN-13076 // RXN-13077 // RXN-13082 // RXN-13081,,,TAX-1042876 // TAX-879273,,,TAX-2,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-6993
PWY-7128,PWY-7128,,nicotine degradation III (VPP pathway),SRI // caspi // fulcher,,,,RXN-16530,,,nicotine degradation III (VPP pathway),FUM,NICOTINE,,MALEATE-ISOMERASE-RXN // RXN-646 // RXN-11318 // 1.13.11.9-RXN // RXN-16530 // RXN-16529 // RXN-16527 // RXN-16526 // RXN-13081 // NICOTINE-DEHYDROGENASE-RXN,,,TAX-1437448 // TAX-879274 // ORG-6223,,,TAX-2,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-7128
PWY66-201,PWY66-201,,nicotine degradation IV,SRI // fulcher,,,,RXN66-145 // RXN66-144 // RXN66-142 // RXN66-141 // RXN66-105,,,nicotine degradation IV,3-PYRIDYLACETIC-ACID // CPD-2744 // CPD-2743 // CPD-2742,NICOTINE,,RXN-13089 // RXN-13088 // RXN66-147 // RXN66-146 // RXN66-145 // RXN66-144 // RXN66-142 // RXN66-141 // RXN66-105 // RXN66-104 // RXN66-103 // RXN66-101 // RXN66-83 // RXN66-81 // RXN66-62 // RXN66-61,,,TAX-9606,,,TAX-40674,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY66-201
PWY66-221,PWY66-221,,nicotine degradation V,SRI // fulcher,,,,RXN66-104 // RXN66-145 // RXN66-144 // RXN66-142 // RXN66-141 // RXN66-165,,,nicotine degradation V,CPD-2747 // CPD-3184 // CPD-3185 // 3-PYRIDYLACETIC-ACID // CPD-2752,NICOTINE,,RXN66-105 // RXN66-104 // RXN66-170 // RXN66-169 // RXN66-168 // RXN66-167 // RXN66-166 // RXN66-145 // RXN66-144 // RXN66-142 // RXN66-141 // RXN66-165 // RXN66-164 // RXN66-163 // RXN66-162 // RXN66-161 // RXN66-62 // RXN66-61,,,TAX-9606,,,TAX-40674,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY66-221
PWY-8319,PWY-8319,,NiFe(CO)(CN)<sub>2</sub> cofactor biosynthesis,SRI // caspi,,,,,,,NiFe(CO)(CN)<sub>2</sub> cofactor biosynthesis // [NiFe]-hydrogenase cofactor biosynthesis,,,,RXN-22957 // RXN-22956 // RXN-22655 // RXN-22650 // RXN-22649 // RXN-22648 // RXN-17943 // RXN0-6435 // RXN-22647 // RXN-22646,,,TAX-511145 // TAX-85962,,[NiFe]-hydrogenase cofactor biosynthesis,TAX-2 // TAX-2157,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-8319
DENITRIFICATION-PWY,DENITRIFICATION-PWY,,nitrate reduction I (denitrification),SRI // caspi // O-18 // pellegrini-toole,,,,,,RXN-12130 // NITRIC-OXIDE-REDUCTASE-RXN,nitrate reduction I (denitrification) // denitrification // nitrate respiration,NITROGEN-MOLECULE,NITRATE,,TRANS-RXN0-239 // RXN-11236 // RXN-15838 // RXN-12130 // NITRIC-OXIDE-REDUCTASE-RXN,,,TAX-5507 // TAX-2238 // TAX-266 // TAX-287 // TAX-294 // TAX-316,,denitrification // nitrate respiration,TAX-4751 // TAX-2157 // TAX-2,,,HTTPS://metacyc.org/pathway?orgid=META&id=DENITRIFICATION-PWY
PWY-381,PWY-381,,nitrate reduction II (assimilatory),THE-ARABIDOPSIS-INFORMATION-RESOURCE // zhang,,,,,,,nitrate reduction II (assimilatory) // nitrate assimilation,GLN,NITRATE,,FERREDOXIN--NITRITE-REDUCTASE-RXN // NITRATE-REDUCTASE-NADH-RXN,,,ORG-5993,,nitrate assimilation,TAX-33090 // TAX-2763,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-381
PWY0-1321,PWY0-1321,,nitrate reduction III (dissimilatory),SRI // amackie // O0-13 // lnolan // kr,,,,,,RXN0-3501 // FORMATEDEHYDROG-RXN,nitrate reduction III (dissimilatory) // formate to nitrate electron transfer,NITRITE // Menaquinones,FORMATE,,RXN0-3501 // FORMATEDEHYDROG-RXN,,,TAX-511145,,formate to nitrate electron transfer,TAX-2,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY0-1321
PWY-5674,PWY-5674,,nitrate reduction IV (dissimilatory),SRI // caspi,,,,,,,nitrate reduction IV (dissimilatory) // dissimilatroy nitrate reduction // nitrate respiration // repiratory ammonification,AMMONIUM,NITRATE,,NITRATE-REDUCTASE-CYTOCHROME-RXN // 1.7.2.2-RXN,,,TAX-668,,dissimilatroy nitrate reduction // nitrate respiration // repiratory ammonification,TAX-2,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-5674
PWY0-1581,PWY0-1581,,nitrate reduction IX (dissimilatory),O0-13 // amackie,,,,,,,nitrate reduction IX (dissimilatory) // glycerol-3-phosphate to nitrate electron transfer,NITRITE,GLYCEROL-3P,,RXN0-3501 // RXN-15740,,,TAX-511145,,glycerol-3-phosphate to nitrate electron transfer,TAX-2 // TAX-2157,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY0-1581
PWY-5675,PWY-5675,,nitrate reduction V (assimilatory),SRI // caspi,,,,,,NITRATE-REDUCTASE-NADPH-RXN,nitrate reduction V (assimilatory) // nitrate assimilation,GLT // GLN,NITRATE,,RXN0-6377 // NITRATE-REDUCTASE-NADPH-RXN,,,TAX-5141,,nitrate assimilation,TAX-2 // TAX-4751,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-5675
PWY490-3,PWY490-3,,nitrate reduction VI (assimilatory),SRI // caspi,,,,,,,nitrate reduction VI (assimilatory) // nitrate assimilation,GLT // GLN,NITRATE,,FERREDOXIN--NITRITE-REDUCTASE-RXN // 1.7.7.2-RXN,,,TAX-1140,,nitrate assimilation,TAX-1117,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY490-3
PWY-6748,PWY-6748,,nitrate reduction VII (denitrification),SRI // caspi,,,,,,RXN-12130 // RXN-12129,nitrate reduction VII (denitrification) // denitrification // nitrate respiration,NITROGEN-MOLECULE,NITRATE,,TRANS-RXN0-239 // RXN-11236 // RXN-12129 // RXN-12130 // NITRITE-REDUCTASE-CYTOCHROME-RXN,,,TAX-1454 // TAX-106590 // TAX-381666,,denitrification // nitrate respiration,TAX-2,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-6748
PWY0-1352,PWY0-1352,,nitrate reduction VIII (dissimilatory),amackie // O0-13 // lnolan,,,,,,RXN0-3501 // RXN0-5388,nitrate reduction VIII (dissimilatory) // NADH to nitrate electron transfer,NITRITE,NITRATE,,RXN0-3501 // RXN0-5388,,,TAX-511145,,NADH to nitrate electron transfer,TAX-2,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY0-1352
PWY0-1573,PWY0-1573,,nitrate reduction VIIIb (dissimilatory),O0-13 // amackie,,,CPLX0-3121 // CPLX0-7632 // CPLX0-7939,,,,nitrate reduction VIIIb (dissimilatory) // NADH to nitrate reductase electron transfer,NITRITE,NITRATE,,RXN0-7124 // RXN0-5330,,,TAX-511145,,NADH to nitrate reductase electron transfer,TAX-2,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY0-1573
PWY-6845,PWY-6845,,nitric oxide biosynthesis I (plants),O-28 // pujar,,,,,,,nitric oxide biosynthesis I (plants),,,,RXN-13565 // RXN-13564,,,TAX-3702 // TAX-4081,,,TAX-33090,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-6845
PWY-4983,PWY-4983,,nitric oxide biosynthesis II (mammals),SRI // caspi,,,,,PWY-5004,,nitric oxide biosynthesis II (mammals) // L-citrulline-NO cycle // L-citrulline-nitric oxide cycle,NITRIC-OXIDE,,,ARGSUCCINLYA-RXN // ARGSUCCINSYN-RXN // NITRIC-OXIDE-SYNTHASE-RXN,,,TAX-9606,,L-citrulline-NO cycle // L-citrulline-nitric oxide cycle,TAX-33208,,PWY-5004,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-4983
PWY-7860,PWY-7860,,nitric oxide biosynthesis III (bacteria),SRI // caspi,,,,,,,nitric oxide biosynthesis III (bacteria),,,,RXN-13567 // RXN-13566,,,TAX-224308,,,TAX-2,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-7860
PWY-7084,PWY-7084,,nitrifier denitrification,SRI // caspi,,,MONOMER-17537 // CPLX-3861 // CPLX-3862,,,,nitrifier denitrification // nitrous oxide biosynthesis // aerobic denitrification,,,,RXN-13570 // AMMOXID-PWY // RXN-12130 // NITRITE-REDUCTASE-CYTOCHROME-RXN // NITRIC-OXIDE-REDUCTASE-RXN,,,TAX-414 // TAX-243233 // TAX-39775 // TAX-857087 // TAX-915,AMMOXID-PWY,nitrous oxide biosynthesis // aerobic denitrification,TAX-2,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-7084
PWY-6021,PWY-6021,,nitrilotriacetate degradation,SRI // fulcher,,,,,,,nitrilotriacetate degradation,GLY // GLYOX // CPD-10189,CPD-10188,,RXN-9710 // RXN-9508,,,TAX-83263 // TAX-28210 // TAX-4911,,,TAX-1224 // TAX-4751,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-6021
PWY-8295,PWY-8295,,nitrite biosynthesis,SRI // caspi,,,,,,,nitrite biosynthesis // nitrous acid biosynthesis // L-aspartate-nitro-succinate pathway // ANS pathway // nitrite formation,,,,RXN-22527 // RXN-22528,,,TAX-58347 // TAX-66896 // TAX-66881 // TAX-348043,,nitrous acid biosynthesis // L-aspartate-nitro-succinate pathway // ANS pathway // nitrite formation,TAX-201174,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-8295
P282-PWY,P282-PWY,,nitrite oxidation,SRI // caspi // O-18 // pellegrini-toole,,,,,,,nitrite oxidation,,NITRITE,,R247-RXN,,,TAX-911 // TAX-93980 // TAX-912 // TAX-29421 // TAX-913 // TAX-35796 // TAX-35800 // TAX-42253,,,TAX-1293497 // TAX-1224 // TAX-40117,,,HTTPS://metacyc.org/pathway?orgid=META&id=P282-PWY
PWY-7683,PWY-7683,,nitrite reduction (hemoglobin),SRI // caspi,,,,RXN-16818,,,nitrite reduction (hemoglobin),AMMONIUM,NITRITE,,RXN-16805 // RXN-16809 // RXN-16818,,,TAX-39947 // TAX-1148,,,TAX-1117 // TAX-33090,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-7683
PWY-6523,PWY-6523,,nitrite-dependent anaerobic methane oxidation,SRI // caspi,,,,,,,nitrite-dependent anaerobic methane oxidation // intra-aerobic nitrite reduction // N-DAMO,METOH,CH4,,METHANE-MONOOXYGENASE-RXN // NITRITE-REDUCTASE-CYTOCHROME-RXN // RXN-11489,,,TAX-671143,,intra-aerobic nitrite reduction // N-DAMO,TAX-2,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-6523
PWY-5637,PWY-5637,,nitrobenzene degradation I,SRI // caspi,,,,,,5.4.4.1-RXN,nitrobenzene degradation I,2-AMINOPHENOL,BENZENE-NO2,,RXN-18437 // RXN-18436 // 5.4.4.1-RXN,,,TAX-301 // TAX-543891 // ORG-5945,,,TAX-2,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-5637
PWY-5640,PWY-5640,,nitrobenzene degradation II,SRI // caspi,,,,,,,nitrobenzene degradation II,CATECHOL,BENZENE-NO2,,RXN-3661,,,TAX-58226,,,TAX-2,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-5640
PWY-5355,PWY-5355,,nitroethane degradation,SRI // fulcher,,,,,,,nitroethane degradation,ACETALD // NITRITE,CPD-12077,,NITROETHANE-OXIDASE-RXN,,,TAX-5507,,,TAX-4751,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-5355
N2FIX-PWY,N2FIX-PWY,,nitrogen fixation I (ferredoxin),SRI // brito // caspi // O-18 // pellegrini-toole,,,,,,,nitrogen fixation I (ferredoxin) // hydrogen production VII,AMMONIUM,NITROGEN-MOLECULE,,NITROGENASE-RXN,,,TAX-1501 // TAX-2208 // TAX-103690 // TAX-1061 // TAX-382 // TAX-264691,,hydrogen production VII,TAX-2157 // TAX-2,,,HTTPS://metacyc.org/pathway?orgid=META&id=N2FIX-PWY
PWY-7576,PWY-7576,,nitrogen fixation II (flavodoxin),SRI // caspi,,,,,,,nitrogen fixation II (flavodoxin),AMMONIUM,NITROGEN-MOLECULE,,NITROGENASE-FLAVODOXIN-RXN,,,TAX-354 // TAX-573,,,TAX-2157 // TAX-2,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-7576
PWY-6549,PWY-6549,,nitrogen remobilization from senescing leaves,THE-ARABIDOPSIS-INFORMATION-RESOURCE // dreher,,,,,,,nitrogen remobilization from senescing leaves,GLT // GLN,,,ISOCITDEH-RXN // ACONITATEHYDR-RXN // ACONITATEDEHYDR-RXN // GLUTAMATE-SYNTHASE-FERREDOXIN-RXN // ISOCITRATE-DEHYDROGENASE-NAD+-RXN // CITSYN-RXN // PEPCARBOX-RXN // PYRUVATEORTHOPHOSPHATE-DIKINASE-RXN,,,ORG-5993,,,TAX-3193,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-6549
P201-PWY,P201-PWY,,nitroglycerin degradation,SRI // caspi // O-18 // pellegrini-toole,,,,,,,nitroglycerin degradation // nitroglycerin denitration // glycerol trinitrate degradation,CPD-146 // CPD-147,CPD-143,,RXN-15252 // R204-RXN // R203-RXN // R202-RXN // R201-RXN,,,TAX-358 // ORG-5934 // ORG-5946,,nitroglycerin denitration // glycerol trinitrate degradation,TAX-1224,,,HTTPS://metacyc.org/pathway?orgid=META&id=P201-PWY
PWY-7713,PWY-7713,,nivalenol biosynthesis,O-28 // hartmut,,,,,PWY-7715,,nivalenol biosynthesis // NIV biosynthesis,,,,RXN-17055 // RXN-17054 // RXN-17053 // RXN-17052 // RXN-17051 // RXN-17050 // RXN-17049,,,TAX-5518 // ORG-6287 // ORG-6289,,NIV biosynthesis,TAX-4751,,PWY-7715,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-7713
PWY-7797,PWY-7797,,nocardicin A biosynthesis,SRI // caspi,,,,RXN-17833,,,nocardicin A biosynthesis,,,,RXN-17843 // RXN-17838 // RXN-17837 // RXN-17833 // RXN-17832 // RXN-17831,,,TAX-40567 // TAX-96045,,,TAX-2,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-7797
PWY-5805,PWY-5805,,nonaprenyl diphosphate biosynthesis I,SRI // caspi,,,,,PWY-5864 // PWY-5862 // PWY-5845,,nonaprenyl diphosphate biosynthesis I // solanesyl diphosphate biosynthesis // solanesyl pyrophosphate biosynthesis,,,,TRANS-OCTAPRENYLTRANSTRANSFERASE-RXN,,,TAX-1270 // TAX-36080 // TAX-1061 // TAX-272942 // TAX-78355 // TAX-58346 // TAX-47716 // TAX-1888 // TAX-1752 // TAX-1748 // TAX-1747 // TAX-43677 // TAX-66376 // TAX-28042 // TAX-1863 // TAX-1850 // TAX-111805 // TAX-1993 // TAX-2055 // TAX-36822 // TAX-2054 // TAX-36821 // TAX-1773 // TAX-1772 // TAX-1771 // TAX-1768 // TAX-1770 // TAX-1767 // TAX-1766 // TAX-1802 // TAX-1765 // TAX-1764 // TAX-2061 // TAX-1717 // TAX-1721 // TAX-36808 // TAX-1727 // TAX-1705 // TAX-1718 // TAX-1697 // TAX-43768 // TAX-1713 // TAX-33881 // TAX-2036 // TAX-50728 // TAX-31964 // TAX-31963 // TAX-28447 // TAX-33014 // TAX-43665 // TAX-2035 // TAX-1711 // TAX-1708 // TAX-1709 // TAX-1710 // TAX-37930 // TAX-47914 // TAX-37931 // TAX-1672 // TAX-1676 // TAX-1671 // TAX-1665 // TAX-37928 // TAX-1670 // TAX-43663 // TAX-37927 // TAX-1358 // TAX-1351 // TAX-1359 // TAX-37921 // TAX-43674 // TAX-1079 // TAX-1085 // TAX-28068 // TAX-28123 // TAX-28118 // TAX-28114 // TAX-28252 // TAX-107673 // TAX-40324 // TAX-303 // TAX-86188 // TAX-296 // TAX-294 // TAX-80866 // TAX-86179 // TAX-287 // TAX-313363 // TAX-438 // TAX-435 // TAX-252 // TAX-1179 // TAX-83541 // TAX-1124 // TAX-32046 // TAX-463277 // TAX-264691 // TAX-10116,,solanesyl diphosphate biosynthesis // solanesyl pyrophosphate biosynthesis,TAX-2759 // TAX-2 // TAX-2157,,PWY-5864 // PWY-5862 // PWY-5845,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-5805
PWY-6520,PWY-6520,,nonaprenyl diphosphate biosynthesis II,SRI // caspi,,,,,,,nonaprenyl diphosphate biosynthesis II // solanesyl diphosphate biosynthesis // solanesyl pyrophosphate biosynthesis,,,,RXN-11486,,,ORG-5993,,solanesyl diphosphate biosynthesis // solanesyl pyrophosphate biosynthesis,TAX-33090,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-6520
NOPALINEDEG-PWY,NOPALINEDEG-PWY,,nopaline degradation,SRI // hying,,,,,,,nopaline degradation,ARG,CPD-308,,D-NOPALINE-DEHYDROGENASE-RXN,,,TAX-358,,,TAX-1224,,,HTTPS://metacyc.org/pathway?orgid=META&id=NOPALINEDEG-PWY
PWY-6342,PWY-6342,,noradrenaline and adrenaline degradation,SRI // fulcher,,,,,,RXN-10906 // RXN-10909 // RXN-10908 // RXN-10907,noradrenaline and adrenaline degradation // norepinephrine and epinephrine degradation,VANILLYL_MANDELATE,NOREPINEPHRINE,,RXN-10906 // RXN-10913 // RXN-10909 // RXN-10910 // RXN-10916 // RXN-10912 // RXN-10908 // RXN66-241 // RXN-10917 // RXN-10915 // RXN-10914 // RXN-10911 // RXN-10907,,,TAX-10116 // TAX-9606,,norepinephrine and epinephrine degradation,TAX-7742,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-6342
PWY-6562,PWY-6562,,norspermidine biosynthesis,SRI // fulcher,,,,,PWY-6565,R101-RXN // 4.1.1.86-RXN // RXN-9380 // RXN-11565,norspermidine biosynthesis // <i>sym</i>-norspermidine biosynthesis,,,,R101-RXN // 4.1.1.86-RXN // RXN-9380 // RXN-11565 // ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN // ASPARTATEKIN-RXN,,,TAX-216895 // TAX-1219076 // TAX-672 // TAX-670 // TAX-663 // TAX-666,,<i>sym</i>-norspermidine biosynthesis,TAX-641,,PWY-6565,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-6562
PWY-7138,PWY-7138,,noscapine biosynthesis,SRI // caspi // PMN // zhang,,,MONOMER-17767,,,,noscapine biosynthesis,,,,RXN-19906 // RXN-19905 // RETICULINE-OXIDASE-RXN // 2.1.1.117-RXN // 1.1.3.36-RXN // RXN-13806 // RXN-13812 // RXN-13811 // RXN-13810 // RXN-13807 // RXN-13808 // RXN-13809,,,TAX-3469,,,TAX-33090,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-7138
PWY-7175,PWY-7175,,nostoxanthin biosynthesis,SRI // O-28 // hartmut // caspi,,,,,,,nostoxanthin biosynthesis,,,,RXN-14017 // RXN-14016,,,TAX-1113698 // TAX-41276 // TAX-1044 // TAX-60454 // TAX-210512 // TAX-179878 // TAX-197221,,,TAX-2,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-7175
PWY-7604,PWY-7604,,notoamide C and D biosynthesis,O-28 // hartmut,,,,,,,notoamide C and D biosynthesis,,,,RXN-16110 // RXN-16109 // RXN-16108,,,TAX-877550,,,TAX-4751,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-7604
PWY-7287,PWY-7287,,novobiocin biosynthesis,SRI // caspi,,,,,PWY-8369,,novobiocin biosynthesis,,,,RXN-14547 // RXN-14543 // RXN-14544 // RXN-14545 // RXN-14546,,,TAX-2893586,,,TAX-201174,,PWY-8369,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-7287
PWY-5532,PWY-5532,,nucleoside and nucleotide degradation (archaea),SRI // caspi,,,,,,,nucleoside and nucleotide degradation (archaea) // pentose bisphosphate pathway,G3P,UMP // CYTIDINE // URIDINE // ADENOSINE // GUANOSINE // AMP,,RXN-14700 // RXN-14699 // CYTIKIN-RXN // URPHOS-RXN // ADENPHOSPHOR-RXN // RXN0-5199 // RXN-17337 // RIBULOSE-BISPHOSPHATE-CARBOXYLASE-RXN // RXN-8800 // RXN-8801,,,TAX-2234 // TAX-2190 // TAX-311400,,pentose bisphosphate pathway,TAX-2157,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-5532
PWY-8440,PWY-8440,,nucleoside and nucleotide degradation (halobacteria),SRI // caspi,,,,,,,nucleoside and nucleotide degradation (halobacteria) // non-carboxylating pentose bisphosphate pathway,G3P,UMP // CYTIDINE // URIDINE // ADENOSINE // GUANOSINE // AMP,,GLYCOLALDREDUCT-RXN // RXN-8801 // RXN0-5199 // RXN0-1402 // RXN-23776 // DARABALDOL-RXN,,,TAX-2242 // TAX-387343 // TAX-2247 // TAX-62320,,non-carboxylating pentose bisphosphate pathway,TAX-183963,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-8440
P621-PWY,P621-PWY,,nylon-6 oligomer degradation,SRI // caspi // O-18 // pellegrini-toole,,,,,,,nylon-6 oligomer degradation // caprolactam degradation,ADIPATE,Nylon-6 // CPD-3921 // CPD-883,,RXN-14377 // RXN-14376 // 3.5.2.12-RXN // 6-OXOHEXANOATE-OXIDATION-RXN // RXN-3962 // R562-RXN // R561-RXN,,,TAX-40214 // TAX-511 // TAX-1670 // TAX-37931 // TAX-1421 // TAX-136097 // TAX-286 // TAX-287 // TAX-303 // TAX-314 // TAX-1829,,caprolactam degradation,TAX-2,,,HTTPS://metacyc.org/pathway?orgid=META&id=P621-PWY
PWY-7624,PWY-7624,,nystatin biosynthesis,SRI // caspi,,,,,,,nystatin biosynthesis,,,,RXN-16254 // RXN-16251 // RXN-16252 // RXN-16253,,,TAX-316284,,,TAX-2062,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-7624
OANTIGEN-PWY,OANTIGEN-PWY,,<i>O</i>-antigen building blocks biosynthesis (<i>E. coli</i>),O-18 // pellegrini-toole,,,,,,,<i>O</i>-antigen building blocks biosynthesis (<i>E. coli</i>),,,,UDPNAGSYN-PWY // DTDPRHAMSYN-PWY // GALPMUT-RXN,,,TAX-511145,DTDPRHAMSYN-PWY // UDPNAGSYN-PWY,,TAX-200918 // TAX-200940 // TAX-544448 // TAX-508458 // TAX-203691 // TAX-203682 // TAX-40117 // TAX-142182 // TAX-32066 // TAX-1783270 // TAX-74152 // TAX-68297 // TAX-1297 // TAX-200930 // TAX-1117 // TAX-200938 // TAX-200795 // TAX-1783257 // TAX-67814 // TAX-68336 // TAX-200783 // TAX-1224,,,HTTPS://metacyc.org/pathway?orgid=META&id=OANTIGEN-PWY
PWY-8116,PWY-8116,,ochratoxin A biosynthesis,SRI // caspi,,,,,,,ochratoxin A biosynthesis,,,,RXN-21100 // RXN-21096 // RXN-21097 // RXN-21095,,,TAX-40993 // TAX-5061 // TAX-40380 // TAX-306088 // TAX-357447 // TAX-229535 // TAX-293382 // TAX-60171,,,TAX-5073 // TAX-5052,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-8116
P221-PWY,P221-PWY,,octane oxidation,SRI // caspi // O-18 // pellegrini-toole,,,,,,ALKANE-1-MONOOXYGENASE-RXN,octane oxidation,CPD-196,NADH,,ALKANE-1-MONOOXYGENASE-RXN // RUBREDOXIN--NAD+-REDUCTASE-RXN // R223-RXN // R222-RXN // R221-RXN,,,TAX-301,,,TAX-4751 // TAX-2,,,HTTPS://metacyc.org/pathway?orgid=META&id=P221-PWY
PWY-7388,PWY-7388,,"octanoyl-[acyl-carrier protein] biosynthesis (mitochondria, yeast)",SRI // caspi // O-28 // hartmut,,,YPL231W-MONOMER // YKL182W-MONOMER,,,,"octanoyl-[acyl-carrier protein] biosynthesis (mitochondria, yeast) // octanoyl-ACP biosynthesis (mitochondria, yeast)",,,,3-OXOACYL-ACP-SYNTH-BASE-RXN // RXN-9526 // RXN-9521 // 4.2.1.59-RXN // RXN-9524 // RXN-9523 // RXN-9520 // RXN-9518 // RXN-9516 // RXN-9515 // 4.2.1.58-RXN // RXN-9514,,,TAX-4932,,"octanoyl-ACP biosynthesis (mitochondria, yeast)",TAX-2759,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-7388
